higherGeography,pcr_primer_name_forward,phylum,class,order,family,species,asvs,reads
Peninsula Valdès,MiMammal-UEB-F,Cnidaria,Anthozoa,Zoantharia,Parazoanthidae,1,1,79
Peninsula Valdès,MiMammal-UEB-F,Echinodermata,Asteroidea,Valvatida,,0,1,4
Peninsula Valdès,MiMammal-UEB-F,Euryarchaeota,,,,0,1,10
Peninsula Valdès,MiMammal-UEB-F,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,1,2,35
Peninsula Valdès,MiMammal-UEB-F,Haptophyta,Coccolithophyceae,Phaeocystales,Phaeocystaceae,1,1,19
Peninsula Valdès,MiMammal-UEB-F,Mollusca,Bivalvia,Adapedonta,Pharidae,1,1,4
Peninsula Valdès,MiMammal-UEB-F,Mollusca,Gastropoda,,Limapontiidae,0,1,2
Peninsula Valdès,MiMammal-UEB-F,Ochrophyta,Chrysophyceae,Ochromonadales,Ochromonadaceae,0,1,2
Peninsula Valdès,MiMammal-UEB-F,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,1,1,16
Peninsula Valdès,MiMammal-UEB-F,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,1,2,94
Peninsula Valdès,MiMammal-UEB-F,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,1,1,86
Peninsula Valdès,MiMammal-UEB-F,Oomycota,Peronosporea,Peronosporales,Peronosporaceae,0,1,63
Peninsula Valdès,MiMammal-UEB-F,Planctomycetes,Planctomycetacia,Planctomycetales,,0,1,30
Peninsula Valdès,MiMammal-UEB-F,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,0,1,2
Peninsula Valdès,MiMammal-UEB-F,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria incertae sedis,,0,1,53
Peninsula Valdès,MiMammal-UEB-F,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,,0,2,24
Peninsula Valdès,MiMammal-UEB-F,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,0,2,105
Peninsula Valdès,MiMammal-UEB-F,Proteobacteria,Alphaproteobacteria,Rhodobacterales,,0,4,588
Peninsula Valdès,MiMammal-UEB-F,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,0,2,32
Peninsula Valdès,MiMammal-UEB-F,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,0,1,262
Peninsula Valdès,MiMammal-UEB-F,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,0,3,275
Peninsula Valdès,MiMammal-UEB-F,Proteobacteria,Alphaproteobacteria,,,0,11,4942
Peninsula Valdès,MiMammal-UEB-F,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,0,3,46
Peninsula Valdès,MiMammal-UEB-F,Proteobacteria,Epsilonproteobacteria,,,0,1,17
Peninsula Valdès,MiMammal-UEB-F,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,0,1,290
Peninsula Valdès,MiMammal-UEB-F,Proteobacteria,Gammaproteobacteria,Oceanospirillales,,0,2,631
Peninsula Valdès,MiMammal-UEB-F,Proteobacteria,Gammaproteobacteria,,,0,2,215
Peninsula Valdès,MiMammal-UEB-F,Proteobacteria,,,,0,6,214
Peninsula Valdès,MiMammal-UEB-F,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,1,1,17
Peninsula Valdès,MiMammal-UEB-F,Rhodophyta,Florideophyceae,Ceramiales,Callithamniaceae,1,1,6
Peninsula Valdès,MiMammal-UEB-F,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,1,1,12
Peninsula Valdès,MiMammal-UEB-F,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,1,1,2
Peninsula Valdès,MiMammal-UEB-F,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,1,1,3
Peninsula Valdès,MiMammal-UEB-F,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,0,2,81
Peninsula Valdès,MiMammal-UEB-F,Rotifera,Eurotatoria,Ploima,Synchaetidae,1,1,490
Peninsula Valdès,MiMammal-UEB-F,Spirochaetes,Spirochaetes(Class),Spirochaetales,Spirochaetaceae,0,1,28
Peninsula Valdès,MiMammal-UEB-F,,,,,0,1047,194077
Peninsula Valdès,Vert-16S-eDNA-F1,Annelida,Polychaeta,Phyllodocida,Nereididae,1,4,233
Peninsula Valdès,Vert-16S-eDNA-F1,Annelida,Polychaeta,Spionida,Spionidae,1,1,68
Peninsula Valdès,Vert-16S-eDNA-F1,Annelida,Polychaeta,,Capitellidae,1,1,4
Peninsula Valdès,Vert-16S-eDNA-F1,Annelida,,Sipuncula,Phascolosomatidae,1,1,4
Peninsula Valdès,Vert-16S-eDNA-F1,Arthropoda,Copepoda,Calanoida,Calanidae,1,2,53
Peninsula Valdès,Vert-16S-eDNA-F1,Arthropoda,Copepoda,Calanoida,Paracalanidae,0,1,68
Peninsula Valdès,Vert-16S-eDNA-F1,Arthropoda,Copepoda,Cyclopoida,Oithonidae,2,3,263
Peninsula Valdès,Vert-16S-eDNA-F1,Arthropoda,Hexapoda,Diptera,Sphaeroceridae,0,1,3
Peninsula Valdès,Vert-16S-eDNA-F1,Arthropoda,Malacostraca,Decapoda,Dromiidae,0,1,20
Peninsula Valdès,Vert-16S-eDNA-F1,Arthropoda,,,,0,1,2
Peninsula Valdès,Vert-16S-eDNA-F1,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,1,2,21
Peninsula Valdès,Vert-16S-eDNA-F1,Bacillariophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,2,3,434
Peninsula Valdès,Vert-16S-eDNA-F1,Bacillariophyta,Bacillariophyceae,Hemiaulales,Bellerocheaceae,1,4,9913
Peninsula Valdès,Vert-16S-eDNA-F1,Bacillariophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,1,1,28
Peninsula Valdès,Vert-16S-eDNA-F1,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,1,1,8
Peninsula Valdès,Vert-16S-eDNA-F1,Bacillariophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,1,2,154
Peninsula Valdès,Vert-16S-eDNA-F1,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,0,4,2533
Peninsula Valdès,Vert-16S-eDNA-F1,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,3,11,1495
Peninsula Valdès,Vert-16S-eDNA-F1,Bacillariophyta,Bacillariophyceae,Triceratiales,Triceratiaceae,1,1,11
Peninsula Valdès,Vert-16S-eDNA-F1,Bacillariophyta,,,,0,1,249
Peninsula Valdès,Vert-16S-eDNA-F1,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,1,31,10164
Peninsula Valdès,Vert-16S-eDNA-F1,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,1,16,8202
Peninsula Valdès,Vert-16S-eDNA-F1,Chlorophyta,Pyramimonadophyceae,Pseudoscourfieldiales,Pycnococcaceae,1,1,211
Peninsula Valdès,Vert-16S-eDNA-F1,Chlorophyta,,,,1,2,64
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,1,2,79
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Aves,Anseriformes,Anatidae,1,4,1590
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Aves,Charadriiformes,Charadriidae,1,5,497
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Aves,Charadriiformes,Laridae,2,14,10513
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Aves,Passeriformes,Mimidae,0,1,1412
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Aves,Passeriformes,,0,2,49
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,1,4,2109
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,1,5,2040
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Aves,Procellariiformes,Diomedeidae,0,2,14
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Aves,Sphenisciformes,Spheniscidae,1,1,1060
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Aves,,,0,1,15
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,1,1,219
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Elasmobranchii,Hexanchiformes,Hexanchidae,1,4,3540
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,1,1,133
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Holocephali,Chimaeriformes,Callorhinchidae,0,5,1182
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,Artiodactyla,Camelidae,0,5,4639
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,Artiodactyla,Cervidae,0,2,1095
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,Artiodactyla,,0,15,26806
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,Carnivora,Otariidae,1,44,87074
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,Carnivora,Phocidae,2,103,562454
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,Carnivora,,0,1,532
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,Cetartiodactyla,Balaenidae,1,172,886999
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,Cetartiodactyla,Delphinidae,1,7,3062
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,Cetartiodactyla,Phocoenidae,1,7,2548
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,Cetartiodactyla,Physeteridae,1,2,585
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,Primates,Cercopithecidae,0,1,414
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,Primates,Hominidae,0,9,290
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,Primates,,0,4,15163
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,Rodentia,Cricetidae,0,1,1210
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Mammalia,,,0,18,19740
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Anguilliformes,Congridae,1,2,580
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Atheriniformes,Atherinidae,1,1,6
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Atheriniformes,Atherinopsidae,1,145,319736
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Atheriniformes,,0,1,6
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Blenniiformes,Clinidae,1,3,400
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Blenniiformes,,0,10,34240
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Carangiformes,Carangidae,0,2,1300
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Centrarchiformes,Terapontidae,1,1,11
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Clupeiformes,Clupeidae,2,4,1264
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Clupeiformes,Dorosomatidae,1,1,7
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Clupeiformes,Engraulidae,2,80,230139
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Eupercaria incertae sedis,Gerreidae,1,1,3
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,2,2,6
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Eupercaria incertae sedis,Sillaginidae,0,1,4
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,0,2,31
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Gadiformes,Merlucciidae,1,8,8662
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Mugiliformes,Mugilidae,2,2,7
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Ophidiiformes,Ophidiidae,1,2,1662
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,1,2,8
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Perciformes,Agonidae,1,2,21
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Perciformes,Bovichtidae,1,5,5066
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Perciformes,Congiopodidae,1,2,9687
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Perciformes,Eleginopidae,1,11,27585
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Perciformes,Nototheniidae,3,19,40511
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Perciformes,Pinguipedidae,1,2,140
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Perciformes,Sebastidae,0,4,3509
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Perciformes,Zoarcidae,1,9,3685
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Perciformes,,0,2,3097
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,1,2,1503
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Scombriformes,Centrolophidae,0,12,24414
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Scombriformes,Scombridae,1,5,5573
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Scombriformes,Stromateidae,1,7,12549
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,Teleostei,Stomiiformes,Sternoptychidae,1,2,494
Peninsula Valdès,Vert-16S-eDNA-F1,Chordata,,,,0,78,88974
Peninsula Valdès,Vert-16S-eDNA-F1,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,1,2,39
Peninsula Valdès,Vert-16S-eDNA-F1,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,1,1,15
Peninsula Valdès,Vert-16S-eDNA-F1,Cnidaria,Anthozoa,Zoantharia,Parazoanthidae,1,2,32
Peninsula Valdès,Vert-16S-eDNA-F1,Cnidaria,Anthozoa,Zoantharia,Zoanthidae,0,1,47
Peninsula Valdès,Vert-16S-eDNA-F1,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,1,1,58
Peninsula Valdès,Vert-16S-eDNA-F1,Echinodermata,Asteroidea,Forcipulatida,Stichasteridae,0,2,115
Peninsula Valdès,Vert-16S-eDNA-F1,Echinodermata,Asteroidea,Forcipulatida,,0,1,168
Peninsula Valdès,Vert-16S-eDNA-F1,Echinodermata,Asteroidea,Valvatida,Asterinidae,1,1,32
Peninsula Valdès,Vert-16S-eDNA-F1,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,1,2,3271
Peninsula Valdès,Vert-16S-eDNA-F1,Echinodermata,Echinoidea,Camarodonta,Temnopleuridae,1,21,64898
Peninsula Valdès,Vert-16S-eDNA-F1,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,1,1,4
Peninsula Valdès,Vert-16S-eDNA-F1,Echinodermata,Holothuroidea,Molpadida,Caudinidae,1,1,166
Peninsula Valdès,Vert-16S-eDNA-F1,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,1,3,687
Peninsula Valdès,Vert-16S-eDNA-F1,Echinodermata,Ophiuroidea,,,0,1,7
Peninsula Valdès,Vert-16S-eDNA-F1,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,1,2,122
Peninsula Valdès,Vert-16S-eDNA-F1,Haptophyta,Coccolithophyceae,Phaeocystales,Phaeocystaceae,1,1,115
Peninsula Valdès,Vert-16S-eDNA-F1,Hemichordata,Enteropneusta,[unassigned] Enteropneusta,Ptychoderidae,0,3,3412
Peninsula Valdès,Vert-16S-eDNA-F1,Mollusca,Bivalvia,Adapedonta,Pharidae,1,1,2
Peninsula Valdès,Vert-16S-eDNA-F1,Mollusca,Bivalvia,Mytilida,Mytilidae,2,4,49
Peninsula Valdès,Vert-16S-eDNA-F1,Mollusca,Cephalopoda,Octopoda,Octopodidae,0,1,41
Peninsula Valdès,Vert-16S-eDNA-F1,Mollusca,Gastropoda,Trochida,Tegulidae,1,1,9
Peninsula Valdès,Vert-16S-eDNA-F1,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,1,1,4
Peninsula Valdès,Vert-16S-eDNA-F1,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,0,1,311
Peninsula Valdès,Vert-16S-eDNA-F1,Myzozoa,Dinophyceae,Peridiniales,Heterocapsaceae,1,7,1157
Peninsula Valdès,Vert-16S-eDNA-F1,Myzozoa,Dinophyceae,Syndiniales,Syndiniaceae,0,1,2
Peninsula Valdès,Vert-16S-eDNA-F1,Myzozoa,Dinophyceae,,,0,1,29
Peninsula Valdès,Vert-16S-eDNA-F1,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,1,2,135
Peninsula Valdès,Vert-16S-eDNA-F1,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,1,1,8
Peninsula Valdès,Vert-16S-eDNA-F1,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,1,1,16
Peninsula Valdès,Vert-16S-eDNA-F1,Ochrophyta,Phaeophyceae,Tilopteridales,Cutleriaceae,1,1,16
Peninsula Valdès,Vert-16S-eDNA-F1,Planctomycetes,Planctomycetacia,Planctomycetales,,0,2,42
Peninsula Valdès,Vert-16S-eDNA-F1,Porifera,Demospongiae,Axinellida,Stelligeridae,0,2,9
Peninsula Valdès,Vert-16S-eDNA-F1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,,0,2,52
Peninsula Valdès,Vert-16S-eDNA-F1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,0,1,7
Peninsula Valdès,Vert-16S-eDNA-F1,Proteobacteria,Alphaproteobacteria,,,0,1,39
Peninsula Valdès,Vert-16S-eDNA-F1,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,0,1,9
Peninsula Valdès,Vert-16S-eDNA-F1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,0,1,23
Peninsula Valdès,Vert-16S-eDNA-F1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,0,3,2927
Peninsula Valdès,Vert-16S-eDNA-F1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,0,1,218
Peninsula Valdès,Vert-16S-eDNA-F1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,0,6,409
Peninsula Valdès,Vert-16S-eDNA-F1,Proteobacteria,Gammaproteobacteria,Alteromonadales,,0,2,117
Peninsula Valdès,Vert-16S-eDNA-F1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,0,2,10
Peninsula Valdès,Vert-16S-eDNA-F1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,,0,2,65
Peninsula Valdès,Vert-16S-eDNA-F1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,0,4,276
Peninsula Valdès,Vert-16S-eDNA-F1,Proteobacteria,Gammaproteobacteria,,,0,3,149
Peninsula Valdès,Vert-16S-eDNA-F1,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,1,2,10
Peninsula Valdès,Vert-16S-eDNA-F1,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,1,1,2
Peninsula Valdès,Vert-16S-eDNA-F1,Rotifera,Eurotatoria,Ploima,Synchaetidae,1,1,179
Peninsula Valdès,Vert-16S-eDNA-F1,,,,,0,1797,265336
Peninsula Valdès,mlCOIintF,Amoebozoa,Discosea,Dactylopodida,Dactylopodida incertae sedis,1,1,110
Peninsula Valdès,mlCOIintF,Amoebozoa,Discosea,Dactylopodida,Paramoebidae,0,35,2666
Peninsula Valdès,mlCOIintF,Amoebozoa,Discosea,Dactylopodida,Vexilliferidae,3,15,668
Peninsula Valdès,mlCOIintF,Amoebozoa,Discosea,Himatismenida,Himatismenida incertae sedis,1,1,37
Peninsula Valdès,mlCOIintF,Amoebozoa,Discosea,Himatismenida,,0,1,4
Peninsula Valdès,mlCOIintF,Annelida,Clitellata,Tubificida,Naididae,1,3,1376
Peninsula Valdès,mlCOIintF,Annelida,Polychaeta,Phyllodocida,Nereididae,1,3,83130
Peninsula Valdès,mlCOIintF,Annelida,Polychaeta,Phyllodocida,Polynoidae,0,2,30
Peninsula Valdès,mlCOIintF,Annelida,Polychaeta,Phyllodocida,Syllidae,1,1,31
Peninsula Valdès,mlCOIintF,Annelida,Polychaeta,Phyllodocida,,0,1,11
Peninsula Valdès,mlCOIintF,Annelida,Polychaeta,Spionida,Spionidae,2,13,45665
Peninsula Valdès,mlCOIintF,Annelida,Polychaeta,Terebellida,Flabelligeridae,0,15,1891
Peninsula Valdès,mlCOIintF,Annelida,Polychaeta,Terebellida,Pectinariidae,1,1,6
Peninsula Valdès,mlCOIintF,Annelida,Polychaeta,,Capitellidae,3,6,4847
Peninsula Valdès,mlCOIintF,Annelida,Polychaeta,,Sabellariidae,1,3,149
Peninsula Valdès,mlCOIintF,Annelida,Polychaeta,,,0,1,5213
Peninsula Valdès,mlCOIintF,Annelida,,,,0,9,38864
Peninsula Valdès,mlCOIintF,Arthropoda,Arachnida,Sarcoptiformes,Acaridae,1,2,26
Peninsula Valdès,mlCOIintF,Arthropoda,Arachnida,Trombidiformes,,0,1,18
Peninsula Valdès,mlCOIintF,Arthropoda,Arachnida,,,0,1,13
Peninsula Valdès,mlCOIintF,Arthropoda,Branchiopoda,Onychopoda,Podonidae,1,1,6
Peninsula Valdès,mlCOIintF,Arthropoda,Copepoda,Calanoida,Calanidae,1,5,16740
Peninsula Valdès,mlCOIintF,Arthropoda,Copepoda,Calanoida,Paracalanidae,2,16,309890
Peninsula Valdès,mlCOIintF,Arthropoda,Hexapoda,Diptera,Chironomidae,1,2,62
Peninsula Valdès,mlCOIintF,Arthropoda,Hexapoda,Diptera,Culicidae,0,1,3
Peninsula Valdès,mlCOIintF,Arthropoda,Hexapoda,Diptera,Limoniidae,0,1,7
Peninsula Valdès,mlCOIintF,Arthropoda,Hexapoda,Diptera,Sciaridae,0,1,35
Peninsula Valdès,mlCOIintF,Arthropoda,Hexapoda,Diptera,,0,5,979
Peninsula Valdès,mlCOIintF,Arthropoda,Hexapoda,Hemiptera,Aphididae,1,1,3
Peninsula Valdès,mlCOIintF,Arthropoda,Hexapoda,Hemiptera,Cicadellidae,1,2,347
Peninsula Valdès,mlCOIintF,Arthropoda,Hexapoda,Hymenoptera,Formicidae,0,1,6
Peninsula Valdès,mlCOIintF,Arthropoda,Hexapoda,,Hypogastruridae,1,1,86
Peninsula Valdès,mlCOIintF,Arthropoda,Hexapoda,,,0,13,397
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,1,1,153
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Amphipoda,Corophiidae,2,4,868
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,1,2,202
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Amphipoda,Leucothoidae,1,1,3
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Amphipoda,Melitidae,1,1,23
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Amphipoda,Talitridae,1,1,26
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Decapoda,Carcinidae,2,5,4497
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Decapoda,Epialtidae,1,1,229
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Decapoda,Inachoididae,1,1,195
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Decapoda,Munididae,1,6,1575
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Decapoda,Ovalipidae,1,1,56
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Decapoda,Porcellanidae,1,3,41
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Decapoda,Solenoceridae,1,1,3
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Decapoda,,0,8,5986
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,1,4,1129
Peninsula Valdès,mlCOIintF,Arthropoda,Malacostraca,Isopoda,Idoteidae,1,1,176
Peninsula Valdès,mlCOIintF,Arthropoda,Thecostraca,Balanomorpha,Balanidae,1,2,107
Peninsula Valdès,mlCOIintF,Arthropoda,,,,0,167,27982
Peninsula Valdès,mlCOIintF,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,1,4,85
Peninsula Valdès,mlCOIintF,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,0,1,5
Peninsula Valdès,mlCOIintF,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,2,6,148
Peninsula Valdès,mlCOIintF,Ascomycota,Eurotiomycetes,Eurotiales,,0,1,21
Peninsula Valdès,mlCOIintF,Ascomycota,Leotiomycetes,Helotiales,,0,1,29
Peninsula Valdès,mlCOIintF,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales incertae sedis,0,1,9
Peninsula Valdès,mlCOIintF,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,0,3,51
Peninsula Valdès,mlCOIintF,Ascomycota,Sordariomycetes,Hypocreales,,0,6,142
Peninsula Valdès,mlCOIintF,Ascomycota,Sordariomycetes,,,0,1,19
Peninsula Valdès,mlCOIintF,Ascomycota,,,,0,37,695
Peninsula Valdès,mlCOIintF,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,2,59,36141
Peninsula Valdès,mlCOIintF,Bacillariophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Attheyaceae,1,1,37
Peninsula Valdès,mlCOIintF,Bacillariophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,1,1,3941
Peninsula Valdès,mlCOIintF,Bacillariophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,1,3,30851
Peninsula Valdès,mlCOIintF,Bacillariophyta,Bacillariophyceae,Ethmodiscales,Ethmodiscaceae,1,9,6028
Peninsula Valdès,mlCOIintF,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,0,1,82
Peninsula Valdès,mlCOIintF,Bacillariophyta,Bacillariophyceae,Hemiaulales,Bellerocheaceae,1,6,171
Peninsula Valdès,mlCOIintF,Bacillariophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,1,4,16555
Peninsula Valdès,mlCOIintF,Bacillariophyta,Bacillariophyceae,Melosirales,Hyalodiscaceae,1,4,6992
Peninsula Valdès,mlCOIintF,Bacillariophyta,Bacillariophyceae,Melosirales,Melosiraceae,1,1,27
Peninsula Valdès,mlCOIintF,Bacillariophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,1,1,118
